Ticker,Model,Horizon,MAE_Spread,N_Rows
PIBTL,XGBoost,5,0.16,246
PIOC,XGBoost,5,3.47,246
PKGS,XGBoost,5,8.95,245
POL,XGBoost,5,5.43,246
POWER,XGBoost,5,0.15,246
PPL,XGBoost,5,2.26,246
PSEL,XGBoost,5,34.64,200
PSO,XGBoost,5,3.6,246
PSX,XGBoost,5,0.35,246
PTC,XGBoost,5,0.45,246
RMPL,XGBoost,5,140.06,212
SAZEW,XGBoost,5,19.33,246
SCBPL,XGBoost,5,1.08,246
SEARL,XGBoost,5,1.48,246
SHFA,XGBoost,5,6.0,236
SNGP,XGBoost,5,1.35,246
SRVI,XGBoost,5,27.9,246
SSGC,XGBoost,5,0.4,246
SSOM,XGBoost,5,2.6,167
SYS,XGBoost,5,6.46,246
TGL,XGBoost,5,1.94,246
THALL,XGBoost,5,10.9,239
TRG,XGBoost,5,1.42,246
UBL,XGBoost,5,3.43,246
UNITY,XGBoost,5,0.5,246
UPFL,XGBoost,5,572.59,207
YOUW,XGBoost,5,0.14,246
ABL,LSTM,5,1.86,211
ABOT,LSTM,5,16.53,214
AGP,LSTM,5,2.55,216
AHCL,LSTM,5,1.31,215
AICL,LSTM,5,0.81,215
AIRLINK,LSTM,5,3.26,216
AKBL,LSTM,5,0.71,216
APL,LSTM,5,6.25,216
ATLH,LSTM,5,10.55,208
ATRL,LSTM,5,11.31,216
BAFL,LSTM,5,1.29,216
BAHL,LSTM,5,2.07,216
BNWM,LSTM,5,0.89,192
BOP,LSTM,5,0.13,216
BWCL,LSTM,5,4.8,215
CHCC,LSTM,5,4.15,216
CNERGY,LSTM,5,0.14,216
COLG,LSTM,5,12.26,216
CPHL,LSTM,5,0.88,216
DGKC,LSTM,5,2.07,216
EFERT,LSTM,5,2.77,216
ENGROH,LSTM,5,3.14,216
FABL,LSTM,5,0.99,216
FATIMA,LSTM,5,1.0,216
FCCL,LSTM,5,0.63,216
FFC,LSTM,5,4.04,216
FFL,LSTM,5,0.23,216
GADT,LSTM,5,4.2,180
GAL,LSTM,5,7.01,216
GHGL,LSTM,5,0.47,216
GHNI,LSTM,5,13.04,216
GLAXO,LSTM,5,5.07,216
HALEON,LSTM,5,12.37,215
HBL,LSTM,5,2.28,216
HCAR,LSTM,5,6.94,216
HINOON,LSTM,5,12.54,216
HMB,LSTM,5,1.44,215
HUBC,LSTM,5,2.48,216
HUMNL,LSTM,5,0.34,216
IBFL,LSTM,5,7.54,145
ILP,LSTM,5,1.26,216
INDU,LSTM,5,22.93,216
INIL,LSTM,5,4.06,216
ISL,LSTM,5,1.76,216
JDWS,LSTM,5,17.76,181
JVDC,LSTM,5,1.12,192
KAPCO,LSTM,5,0.44,216
KEL,LSTM,5,0.12,216
KOHC,LSTM,5,6.27,216
KTML,LSTM,5,3.77,190
LCI,LSTM,5,18.34,215
LOTCHEM,LSTM,5,0.28,216
LUCK,LSTM,5,14.25,216
MARI,LSTM,5,30.0,216
MCB,LSTM,5,3.31,216
MEBL,LSTM,5,3.36,216
MEHT,LSTM,5,34.36,107
MLCF,LSTM,5,0.84,216
MTL,LSTM,5,8.64,216
MUREB,LSTM,5,9.29,216
NATF,LSTM,5,2.78,216
NBP,LSTM,5,1.37,216
NESTLE,LSTM,5,94.47,182
NETSOL,LSTM,5,3.57,216
NML,LSTM,5,1.48,216
OGDC,LSTM,5,3.08,216
PABC,LSTM,5,1.67,216
PAEL,LSTM,5,0.67,216
PAKT,LSTM,5,32.97,191
PGLC,LSTM,5,0.45,194
PIBTL,LSTM,5,0.19,216
PIOC,LSTM,5,4.35,216
PKGS,LSTM,5,10.61,215
POL,LSTM,5,5.96,216
POWER,LSTM,5,0.19,216
PPL,LSTM,5,2.56,216
PSEL,LSTM,5,39.36,170
PSO,LSTM,5,3.8,216
PSX,LSTM,5,0.44,216
PTC,LSTM,5,0.51,216
RMPL,LSTM,5,103.65,182
SAZEW,LSTM,5,22.23,216
SCBPL,LSTM,5,1.23,216
SEARL,LSTM,5,1.7,216
SHFA,LSTM,5,6.38,206
SNGP,LSTM,5,1.52,216
SRVI,LSTM,5,28.29,216
SSGC,LSTM,5,0.48,216
SSOM,LSTM,5,3.29,137
SYS,LSTM,5,7.26,216
TGL,LSTM,5,2.1,216
THALL,LSTM,5,13.29,209
TRG,LSTM,5,1.45,216
UBL,LSTM,5,3.72,216
UNITY,LSTM,5,0.54,216
UPFL,LSTM,5,260.74,177
YOUW,LSTM,5,0.16,216
ABL,GRU,5,1.81,211
ABOT,GRU,5,16.21,214
AGP,GRU,5,2.25,216
AHCL,GRU,5,1.24,215
AICL,GRU,5,0.73,215
AIRLINK,GRU,5,3.0,216
AKBL,GRU,5,0.61,216
APL,GRU,5,6.38,216
ATLH,GRU,5,10.21,208
ATRL,GRU,5,8.82,216
BAFL,GRU,5,1.15,216
BAHL,GRU,5,1.84,216
BNWM,GRU,5,0.85,192
BOP,GRU,5,0.13,216
BWCL,GRU,5,4.68,215
CHCC,GRU,5,3.91,216
CNERGY,GRU,5,0.13,216
COLG,GRU,5,13.87,216
CPHL,GRU,5,0.76,216
DGKC,GRU,5,1.66,216
EFERT,GRU,5,2.45,216
ENGROH,GRU,5,3.06,216
FABL,GRU,5,0.86,216
FATIMA,GRU,5,0.96,216
FCCL,GRU,5,0.56,216
FFC,GRU,5,4.15,216
FFL,GRU,5,0.22,216
GADT,GRU,5,4.11,180
GAL,GRU,5,7.26,216
GHGL,GRU,5,0.42,216
GHNI,GRU,5,9.39,216
GLAXO,GRU,5,5.01,216
HALEON,GRU,5,12.48,215
HBL,GRU,5,2.08,216
HCAR,GRU,5,6.09,216
HINOON,GRU,5,12.87,216
HMB,GRU,5,1.28,215
HUBC,GRU,5,2.25,216
HUMNL,GRU,5,0.3,216
IBFL,GRU,5,6.5,145
ILP,GRU,5,1.14,216
INDU,GRU,5,25.61,216
INIL,GRU,5,3.57,216
ISL,GRU,5,1.52,216
JDWS,GRU,5,16.49,181
JVDC,GRU,5,1.0,192
KAPCO,GRU,5,0.42,216
KEL,GRU,5,0.12,216
KOHC,GRU,5,6.55,216
KTML,GRU,5,3.25,190
LCI,GRU,5,18.1,215
LOTCHEM,GRU,5,0.27,216
LUCK,GRU,5,14.0,216
MARI,GRU,5,30.73,216
MCB,GRU,5,3.5,216
MEBL,GRU,5,3.51,216
MEHT,GRU,5,24.27,107
MLCF,GRU,5,0.77,216
MTL,GRU,5,8.78,216
MUREB,GRU,5,9.43,216
NATF,GRU,5,2.92,216
NBP,GRU,5,1.13,216
NESTLE,GRU,5,116.24,182
NETSOL,GRU,5,2.89,216
NML,GRU,5,1.25,216
OGDC,GRU,5,2.88,216
PABC,GRU,5,1.78,216
PAEL,GRU,5,0.61,216
PAKT,GRU,5,28.85,191
PGLC,GRU,5,0.38,194
PIBTL,GRU,5,0.16,216
PIOC,GRU,5,3.91,216
PKGS,GRU,5,9.84,215
POL,GRU,5,6.44,216
POWER,GRU,5,0.17,216
PPL,GRU,5,2.43,216
PSEL,GRU,5,37.18,170
PSO,GRU,5,3.94,216
PSX,GRU,5,0.38,216
PTC,GRU,5,0.51,216
RMPL,GRU,5,124.09,182
SAZEW,GRU,5,22.06,216
SCBPL,GRU,5,1.14,216
SEARL,GRU,5,1.54,216
SHFA,GRU,5,6.19,206
SNGP,GRU,5,1.36,216
SRVI,GRU,5,25.3,216
SSGC,GRU,5,0.44,216
SSOM,GRU,5,2.9,137
SYS,GRU,5,7.63,216
TGL,GRU,5,2.26,216
THALL,GRU,5,11.57,209
TRG,GRU,5,1.38,216
UBL,GRU,5,3.88,216
UNITY,GRU,5,0.54,216
UPFL,GRU,5,887.17,177
YOUW,GRU,5,0.16,216
ABL,Linear Regression,10,1.61,241
ABOT,Linear Regression,10,15.45,244
AGP,Linear Regression,10,2.13,246
AHCL,Linear Regression,10,1.11,245
AICL,Linear Regression,10,0.66,245
AIRLINK,Linear Regression,10,2.66,246
AKBL,Linear Regression,10,0.58,246
APL,Linear Regression,10,6.06,246
ATLH,Linear Regression,10,9.27,238
ATRL,Linear Regression,10,8.49,246
BAFL,Linear Regression,10,1.09,246
BAHL,Linear Regression,10,1.69,246
BNWM,Linear Regression,10,0.77,222
BOP,Linear Regression,10,0.12,246
BWCL,Linear Regression,10,4.22,245
CHCC,Linear Regression,10,3.67,246
CNERGY,Linear Regression,10,0.11,246
COLG,Linear Regression,10,13.11,246
CPHL,Linear Regression,10,0.76,246
DGKC,Linear Regression,10,1.62,246
EFERT,Linear Regression,10,2.32,246
ENGROH,Linear Regression,10,2.84,246
FABL,Linear Regression,10,0.77,246
FATIMA,Linear Regression,10,0.85,246
FCCL,Linear Regression,10,0.51,246
FFC,Linear Regression,10,3.44,246
FFL,Linear Regression,10,0.21,246
GADT,Linear Regression,10,3.9,210
GAL,Linear Regression,10,6.27,246
GHGL,Linear Regression,10,0.41,246
GHNI,Linear Regression,10,8.8,246
GLAXO,Linear Regression,10,4.29,246
HALEON,Linear Regression,10,10.34,245
HBL,Linear Regression,10,1.86,246
HCAR,Linear Regression,10,6.06,246
HINOON,Linear Regression,10,11.48,246
HMB,Linear Regression,10,1.18,245
HUBC,Linear Regression,10,1.96,246
HUMNL,Linear Regression,10,0.27,246
IBFL,Linear Regression,10,5.85,175
ILP,Linear Regression,10,1.05,246
INDU,Linear Regression,10,21.64,246
INIL,Linear Regression,10,3.35,246
ISL,Linear Regression,10,1.46,246
JDWS,Linear Regression,10,15.39,211
JVDC,Linear Regression,10,0.87,222
KAPCO,Linear Regression,10,0.37,246
KEL,Linear Regression,10,0.11,246
KOHC,Linear Regression,10,5.93,246
KTML,Linear Regression,10,3.15,220
LCI,Linear Regression,10,16.61,245
LOTCHEM,Linear Regression,10,0.27,246
LUCK,Linear Regression,10,12.43,246
MARI,Linear Regression,10,31.08,246
MCB,Linear Regression,10,3.03,246
MEBL,Linear Regression,10,2.95,246
MEHT,Linear Regression,10,22.5,137
MLCF,Linear Regression,10,0.71,246
MTL,Linear Regression,10,7.81,246
MUREB,Linear Regression,10,8.21,246
NATF,Linear Regression,10,2.73,246
NBP,Linear Regression,10,0.98,246
NESTLE,Linear Regression,10,109.0,212
NETSOL,Linear Regression,10,2.71,246
NML,Linear Regression,10,1.23,246
OGDC,Linear Regression,10,2.86,246
PABC,Linear Regression,10,1.55,246
PAEL,Linear Regression,10,0.59,246
PAKT,Linear Regression,10,25.72,221
PGLC,Linear Regression,10,0.38,224
PIBTL,Linear Regression,10,0.16,246
PIOC,Linear Regression,10,3.52,246
PKGS,Linear Regression,10,8.75,245
POL,Linear Regression,10,5.4,246
POWER,Linear Regression,10,0.15,246
PPL,Linear Regression,10,2.33,246
PSEL,Linear Regression,10,34.24,200
PSO,Linear Regression,10,3.56,246
PSX,Linear Regression,10,0.36,246
PTC,Linear Regression,10,0.44,246
RMPL,Linear Regression,10,112.07,212
SAZEW,Linear Regression,10,17.3,246
SCBPL,Linear Regression,10,1.0,246
SEARL,Linear Regression,10,1.44,246
SHFA,Linear Regression,10,5.39,236
SNGP,Linear Regression,10,1.32,246
SRVI,Linear Regression,10,21.47,246
SSGC,Linear Regression,10,0.42,246
SSOM,Linear Regression,10,2.45,167
SYS,Linear Regression,10,6.72,246
TGL,Linear Regression,10,2.02,246
THALL,Linear Regression,10,10.45,239
TRG,Linear Regression,10,1.3,246
UBL,Linear Regression,10,3.29,246
UNITY,Linear Regression,10,0.47,246
UPFL,Linear Regression,10,410.98,207
YOUW,Linear Regression,10,0.13,246
ABL,Random Forest,10,1.82,241
ABOT,Random Forest,10,17.38,244
AGP,Random Forest,10,2.39,246
AHCL,Random Forest,10,1.29,245
AICL,Random Forest,10,0.71,245
AIRLINK,Random Forest,10,2.92,246
AKBL,Random Forest,10,0.59,246
APL,Random Forest,10,6.52,246
ATLH,Random Forest,10,10.18,238
ATRL,Random Forest,10,9.48,246
BAFL,Random Forest,10,1.16,246
BAHL,Random Forest,10,1.77,246
BNWM,Random Forest,10,0.89,222
BOP,Random Forest,10,0.13,246
BWCL,Random Forest,10,4.6,245
CHCC,Random Forest,10,4.04,246
CNERGY,Random Forest,10,0.13,246
COLG,Random Forest,10,16.21,246
CPHL,Random Forest,10,0.8,246
DGKC,Random Forest,10,1.76,246
EFERT,Random Forest,10,2.49,246
ENGROH,Random Forest,10,2.99,246
FABL,Random Forest,10,0.82,246
FATIMA,Random Forest,10,0.91,246
FCCL,Random Forest,10,0.53,246
FFC,Random Forest,10,3.68,246
FFL,Random Forest,10,0.23,246
GADT,Random Forest,10,4.13,210
GAL,Random Forest,10,6.54,246
GHGL,Random Forest,10,0.42,246
GHNI,Random Forest,10,9.37,246
GLAXO,Random Forest,10,4.7,246
HALEON,Random Forest,10,11.05,245
HBL,Random Forest,10,1.96,246
HCAR,Random Forest,10,6.26,246
HINOON,Random Forest,10,12.31,246
HMB,Random Forest,10,1.22,245
HUBC,Random Forest,10,2.23,246
HUMNL,Random Forest,10,0.29,246
IBFL,Random Forest,10,7.39,175
ILP,Random Forest,10,1.19,246
INDU,Random Forest,10,25.7,246
INIL,Random Forest,10,3.53,246
ISL,Random Forest,10,1.55,246
JDWS,Random Forest,10,16.56,211
JVDC,Random Forest,10,0.99,222
KAPCO,Random Forest,10,0.39,246
KEL,Random Forest,10,0.13,246
KOHC,Random Forest,10,6.74,246
KTML,Random Forest,10,3.46,220
LCI,Random Forest,10,18.86,245
LOTCHEM,Random Forest,10,0.3,246
LUCK,Random Forest,10,13.32,246
MARI,Random Forest,10,38.94,246
MCB,Random Forest,10,3.21,246
MEBL,Random Forest,10,3.16,246
MEHT,Random Forest,10,24.96,137
MLCF,Random Forest,10,0.75,246
MTL,Random Forest,10,8.08,246
MUREB,Random Forest,10,9.59,246
NATF,Random Forest,10,2.88,246
NBP,Random Forest,10,1.09,246
NESTLE,Random Forest,10,106.53,212
NETSOL,Random Forest,10,2.89,246
NML,Random Forest,10,1.31,246
OGDC,Random Forest,10,2.91,246
PABC,Random Forest,10,1.56,246
PAEL,Random Forest,10,0.61,246
PAKT,Random Forest,10,32.92,221
PGLC,Random Forest,10,0.42,224
PIBTL,Random Forest,10,0.17,246
PIOC,Random Forest,10,3.76,246
PKGS,Random Forest,10,9.48,245
POL,Random Forest,10,5.82,246
POWER,Random Forest,10,0.16,246
PPL,Random Forest,10,2.34,246
PSEL,Random Forest,10,37.54,200
PSO,Random Forest,10,3.81,246
PSX,Random Forest,10,0.39,246
PTC,Random Forest,10,0.5,246
RMPL,Random Forest,10,157.65,212
SAZEW,Random Forest,10,23.74,246
SCBPL,Random Forest,10,1.12,246
SEARL,Random Forest,10,1.59,246
SHFA,Random Forest,10,6.86,236
SNGP,Random Forest,10,1.39,246
SRVI,Random Forest,10,26.06,246
SSGC,Random Forest,10,0.43,246
SSOM,Random Forest,10,2.84,167
SYS,Random Forest,10,6.91,246
TGL,Random Forest,10,2.19,246
THALL,Random Forest,10,13.04,239
TRG,Random Forest,10,1.4,246
UBL,Random Forest,10,3.65,246
UNITY,Random Forest,10,0.92,246
UPFL,Random Forest,10,441.81,207
YOUW,Random Forest,10,0.14,246
ABL,XGBoost,10,1.75,241
ABOT,XGBoost,10,18.59,244
AGP,XGBoost,10,2.19,246
AHCL,XGBoost,10,1.18,245
AICL,XGBoost,10,0.71,245
AIRLINK,XGBoost,10,3.18,246
AKBL,XGBoost,10,0.64,246
APL,XGBoost,10,6.12,246
ATLH,XGBoost,10,10.84,238
ATRL,XGBoost,10,9.55,246
BAFL,XGBoost,10,1.11,246
BAHL,XGBoost,10,1.86,246
BNWM,XGBoost,10,0.83,222
BOP,XGBoost,10,0.14,246
BWCL,XGBoost,10,4.13,245
CHCC,XGBoost,10,3.71,246
CNERGY,XGBoost,10,0.12,246
COLG,XGBoost,10,15.34,246
CPHL,XGBoost,10,0.81,246
DGKC,XGBoost,10,1.72,246
EFERT,XGBoost,10,2.5,246
ENGROH,XGBoost,10,2.88,246
FABL,XGBoost,10,0.81,246
FATIMA,XGBoost,10,0.93,246
FCCL,XGBoost,10,0.54,246
FFC,XGBoost,10,3.89,246
FFL,XGBoost,10,0.21,246
GADT,XGBoost,10,4.66,210
GAL,XGBoost,10,6.79,246
GHGL,XGBoost,10,0.42,246
GHNI,XGBoost,10,9.52,246
GLAXO,XGBoost,10,4.67,246
HALEON,XGBoost,10,12.09,245
HBL,XGBoost,10,2.06,246
HCAR,XGBoost,10,6.32,246
HINOON,XGBoost,10,13.3,246
HMB,XGBoost,10,1.26,245
HUBC,XGBoost,10,2.24,246
HUMNL,XGBoost,10,0.29,246
IBFL,XGBoost,10,8.7,175
ILP,XGBoost,10,1.09,246
INDU,XGBoost,10,29.16,246
INIL,XGBoost,10,3.42,246
ISL,XGBoost,10,1.49,246
JDWS,XGBoost,10,17.84,211
JVDC,XGBoost,10,0.99,222
KAPCO,XGBoost,10,0.39,246
KEL,XGBoost,10,0.13,246
KOHC,XGBoost,10,6.6,246
KTML,XGBoost,10,3.34,220
LCI,XGBoost,10,18.41,245
LOTCHEM,XGBoost,10,0.3,246
LUCK,XGBoost,10,13.07,246
MARI,XGBoost,10,37.25,246
MCB,XGBoost,10,3.26,246
MEBL,XGBoost,10,3.07,246
MEHT,XGBoost,10,23.23,137
MLCF,XGBoost,10,0.73,246
MTL,XGBoost,10,8.03,246
MUREB,XGBoost,10,8.95,246
NATF,XGBoost,10,2.86,246
NBP,XGBoost,10,1.06,246
NESTLE,XGBoost,10,111.04,212
NETSOL,XGBoost,10,2.91,246
NML,XGBoost,10,1.25,246
OGDC,XGBoost,10,3.2,246
PABC,XGBoost,10,1.63,246
PAEL,XGBoost,10,0.65,246
PAKT,XGBoost,10,28.8,221
PGLC,XGBoost,10,0.43,224
PIBTL,XGBoost,10,0.16,246
PIOC,XGBoost,10,3.58,246
PKGS,XGBoost,10,9.31,245
POL,XGBoost,10,5.88,246
POWER,XGBoost,10,0.18,246
PPL,XGBoost,10,2.72,246
PSEL,XGBoost,10,39.58,200
PSO,XGBoost,10,3.92,246
PSX,XGBoost,10,0.38,246
PTC,XGBoost,10,0.48,246
RMPL,XGBoost,10,181.48,212
SAZEW,XGBoost,10,23.14,246
SCBPL,XGBoost,10,1.05,246
SEARL,XGBoost,10,1.53,246
SHFA,XGBoost,10,6.19,236
SNGP,XGBoost,10,1.42,246
SRVI,XGBoost,10,26.46,246
SSGC,XGBoost,10,0.43,246
SSOM,XGBoost,10,2.83,167
SYS,XGBoost,10,6.92,246
TGL,XGBoost,10,2.08,246
THALL,XGBoost,10,11.69,239
TRG,XGBoost,10,1.47,246
UBL,XGBoost,10,3.77,246
UNITY,XGBoost,10,0.57,246
UPFL,XGBoost,10,473.67,207
YOUW,XGBoost,10,0.15,246
ABL,LSTM,10,1.76,211
ABOT,LSTM,10,17.1,214
AGP,LSTM,10,2.45,216
AHCL,LSTM,10,1.44,215
AICL,LSTM,10,0.82,215
AIRLINK,LSTM,10,3.01,216
AKBL,LSTM,10,0.72,216
APL,LSTM,10,6.74,216
ATLH,LSTM,10,10.23,208
ATRL,LSTM,10,10.18,216
BAFL,LSTM,10,1.34,216
BAHL,LSTM,10,2.0,216
BNWM,LSTM,10,0.91,192
BOP,LSTM,10,0.15,216
BWCL,LSTM,10,4.69,215
CHCC,LSTM,10,4.53,216
CNERGY,LSTM,10,0.13,216
COLG,LSTM,10,12.64,216
CPHL,LSTM,10,0.82,216
DGKC,LSTM,10,2.06,216
EFERT,LSTM,10,2.66,216
ENGROH,LSTM,10,3.26,216
FABL,LSTM,10,1.07,216
FATIMA,LSTM,10,1.0,216
FCCL,LSTM,10,0.59,216
FFC,LSTM,10,4.27,216
FFL,LSTM,10,0.23,216
GADT,LSTM,10,4.13,180
GAL,LSTM,10,8.04,216
GHGL,LSTM,10,0.45,216
GHNI,LSTM,10,10.39,216
GLAXO,LSTM,10,4.91,216
HALEON,LSTM,10,12.17,215
HBL,LSTM,10,2.37,216
HCAR,LSTM,10,7.25,216
HINOON,LSTM,10,11.89,216
HMB,LSTM,10,1.38,215
HUBC,LSTM,10,2.23,216
HUMNL,LSTM,10,0.32,216
IBFL,LSTM,10,5.87,145
ILP,LSTM,10,1.28,216
INDU,LSTM,10,21.67,216
INIL,LSTM,10,3.91,216
ISL,LSTM,10,1.68,216
JDWS,LSTM,10,16.88,181
JVDC,LSTM,10,1.06,192
KAPCO,LSTM,10,0.47,216
KEL,LSTM,10,0.13,216
KOHC,LSTM,10,7.45,216
KTML,LSTM,10,4.03,190
LCI,LSTM,10,17.46,215
LOTCHEM,LSTM,10,0.36,216
LUCK,LSTM,10,13.79,216
MARI,LSTM,10,31.18,216
MCB,LSTM,10,3.33,216
MEBL,LSTM,10,3.42,216
MEHT,LSTM,10,32.26,107
MLCF,LSTM,10,0.84,216
MTL,LSTM,10,10.29,216
MUREB,LSTM,10,9.27,216
NATF,LSTM,10,3.02,216
NBP,LSTM,10,1.3,216
NESTLE,LSTM,10,97.13,182
NETSOL,LSTM,10,3.4,216
NML,LSTM,10,1.39,216
OGDC,LSTM,10,3.0,216
PABC,LSTM,10,1.79,216
PAEL,LSTM,10,0.71,216
PAKT,LSTM,10,38.69,191
PGLC,LSTM,10,0.46,194
PIBTL,LSTM,10,0.15,216
PIOC,LSTM,10,4.3,216
PKGS,LSTM,10,10.1,215
POL,LSTM,10,6.19,216
POWER,LSTM,10,0.18,216
PPL,LSTM,10,2.43,216
PSEL,LSTM,10,49.28,170
PSO,LSTM,10,4.33,216
PSX,LSTM,10,0.4,216
PTC,LSTM,10,0.52,216
RMPL,LSTM,10,98.82,182
SAZEW,LSTM,10,22.49,216
SCBPL,LSTM,10,1.21,216
SEARL,LSTM,10,1.63,216
SHFA,LSTM,10,6.21,206
SNGP,LSTM,10,1.54,216
SRVI,LSTM,10,25.1,216
SSGC,LSTM,10,0.47,216
SSOM,LSTM,10,3.73,137
SYS,LSTM,10,7.47,216
TGL,LSTM,10,2.37,216
THALL,LSTM,10,12.72,209
TRG,LSTM,10,1.43,216
UBL,LSTM,10,3.77,216
UNITY,LSTM,10,0.56,216
UPFL,LSTM,10,272.33,177
YOUW,LSTM,10,0.16,216
ABL,GRU,10,2.24,211
ABOT,GRU,10,21.06,214
AGP,GRU,10,2.76,216
AHCL,GRU,10,1.33,215
AICL,GRU,10,0.9,215
AIRLINK,GRU,10,3.83,216
AKBL,GRU,10,0.81,216
APL,GRU,10,8.1,216
ATLH,GRU,10,13.25,208
ATRL,GRU,10,10.67,216
BAFL,GRU,10,1.41,216
BAHL,GRU,10,2.52,216
BNWM,GRU,10,0.98,192
BOP,GRU,10,0.2,216
BWCL,GRU,10,5.84,215
CHCC,GRU,10,5.48,216
CNERGY,GRU,10,0.16,216
COLG,GRU,10,25.13,216
CPHL,GRU,10,0.94,216
DGKC,GRU,10,2.23,216
EFERT,GRU,10,3.19,216
ENGROH,GRU,10,4.02,216
FABL,GRU,10,1.11,216
FATIMA,GRU,10,1.17,216
FCCL,GRU,10,0.73,216
FFC,GRU,10,4.8,216
FFL,GRU,10,0.31,216
GADT,GRU,10,5.08,180
GAL,GRU,10,8.57,216
GHGL,GRU,10,0.56,216
GHNI,GRU,10,11.64,216
GLAXO,GRU,10,5.81,216
HALEON,GRU,10,13.15,215
HBL,GRU,10,2.72,216
HCAR,GRU,10,8.36,216
HINOON,GRU,10,18.31,216
HMB,GRU,10,1.52,215
HUBC,GRU,10,2.98,216
HUMNL,GRU,10,0.4,216
IBFL,GRU,10,8.53,145
ILP,GRU,10,1.58,216
INDU,GRU,10,33.37,216
INIL,GRU,10,4.54,216
ISL,GRU,10,1.93,216
JDWS,GRU,10,18.88,181
JVDC,GRU,10,1.38,192
KAPCO,GRU,10,0.66,216
KEL,GRU,10,0.19,216
KOHC,GRU,10,7.67,216
KTML,GRU,10,3.63,190
LCI,GRU,10,20.07,215
LOTCHEM,GRU,10,0.43,216
LUCK,GRU,10,18.67,216
MARI,GRU,10,44.05,216
MCB,GRU,10,4.45,216
MEBL,GRU,10,4.09,216
MEHT,GRU,10,28.78,107
MLCF,GRU,10,0.95,216
MTL,GRU,10,12.07,216
MUREB,GRU,10,11.08,216
NATF,GRU,10,3.74,216
NBP,GRU,10,1.44,216
NESTLE,GRU,10,166.12,182
NETSOL,GRU,10,3.72,216
NML,GRU,10,1.93,216
OGDC,GRU,10,3.69,216
PABC,GRU,10,1.93,216
PAEL,GRU,10,0.87,216
PAKT,GRU,10,33.87,191
PGLC,GRU,10,0.46,194
PIBTL,GRU,10,0.21,216
PIOC,GRU,10,4.17,216
PKGS,GRU,10,12.64,215
POL,GRU,10,8.92,216
POWER,GRU,10,0.19,216
PPL,GRU,10,3.25,216
PSEL,GRU,10,42.24,170
PSO,GRU,10,4.98,216
PSX,GRU,10,0.48,216
PTC,GRU,10,0.56,216
RMPL,GRU,10,183.57,182
SAZEW,GRU,10,25.99,216
SCBPL,GRU,10,1.38,216
SEARL,GRU,10,1.94,216
SHFA,GRU,10,6.99,206
SNGP,GRU,10,1.9,216
SRVI,GRU,10,29.51,216
SSGC,GRU,10,0.51,216
SSOM,GRU,10,3.44,137
SYS,GRU,10,9.15,216
TGL,GRU,10,2.63,216
THALL,GRU,10,13.14,209
TRG,GRU,10,1.76,216
UBL,GRU,10,4.98,216
UNITY,GRU,10,0.67,216
UPFL,GRU,10,489.22,177
YOUW,GRU,10,0.19,216
ABL,Linear Regression,20,1.62,241
ABOT,Linear Regression,20,15.92,244
AGP,Linear Regression,20,2.25,246
AHCL,Linear Regression,20,1.11,245
AICL,Linear Regression,20,0.68,245
AIRLINK,Linear Regression,20,2.73,246
AKBL,Linear Regression,20,0.58,246
APL,Linear Regression,20,6.14,246
ATLH,Linear Regression,20,9.38,238
ATRL,Linear Regression,20,8.76,246
BAFL,Linear Regression,20,1.12,246
BAHL,Linear Regression,20,1.69,246
BNWM,Linear Regression,20,0.79,222
BOP,Linear Regression,20,0.12,246
BWCL,Linear Regression,20,4.28,245
CHCC,Linear Regression,20,3.72,246
CNERGY,Linear Regression,20,0.12,246
COLG,Linear Regression,20,14.12,246
CPHL,Linear Regression,20,0.93,246
DGKC,Linear Regression,20,1.66,246
EFERT,Linear Regression,20,2.32,246
ENGROH,Linear Regression,20,3.0,246
FABL,Linear Regression,20,0.76,246
FATIMA,Linear Regression,20,0.88,246
FCCL,Linear Regression,20,0.54,246
FFC,Linear Regression,20,3.61,246
FFL,Linear Regression,20,0.21,246
GADT,Linear Regression,20,3.97,210
GAL,Linear Regression,20,6.73,246
GHGL,Linear Regression,20,0.41,246
GHNI,Linear Regression,20,9.27,246
GLAXO,Linear Regression,20,4.57,246
HALEON,Linear Regression,20,10.75,245
HBL,Linear Regression,20,1.85,246
HCAR,Linear Regression,20,5.89,246
HINOON,Linear Regression,20,11.72,246
HMB,Linear Regression,20,1.22,245
HUBC,Linear Regression,20,1.98,246
HUMNL,Linear Regression,20,0.27,246
IBFL,Linear Regression,20,5.55,175
ILP,Linear Regression,20,1.06,246
INDU,Linear Regression,20,23.73,246
INIL,Linear Regression,20,3.36,246
ISL,Linear Regression,20,1.48,246
JDWS,Linear Regression,20,16.75,211
JVDC,Linear Regression,20,0.87,222
KAPCO,Linear Regression,20,0.37,246
KEL,Linear Regression,20,0.12,246
KOHC,Linear Regression,20,5.99,246
KTML,Linear Regression,20,3.21,220
LCI,Linear Regression,20,16.71,245
LOTCHEM,Linear Regression,20,0.27,246
LUCK,Linear Regression,20,12.82,246
MARI,Linear Regression,20,32.07,246
MCB,Linear Regression,20,3.05,246
MEBL,Linear Regression,20,3.0,246
MEHT,Linear Regression,20,23.28,137
MLCF,Linear Regression,20,0.75,246
MTL,Linear Regression,20,8.17,246
MUREB,Linear Regression,20,8.53,246
NATF,Linear Regression,20,2.71,246
NBP,Linear Regression,20,1.0,246
